date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:40:02	47519/47519	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef2f67e3a1e4c04993ec0ccb36cc7989%22	https://static.elfsight.com/platform/platform.js	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/static.elfsight.com/platform/platform.js	(from https://www.urbanfigphotography.com/)
18:40:02	288796/288796	---M--	200	added ('OK')	image/jpeg	etag:%22ec1053ac44e45b80c7b7cf54c983b47d%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d3f45e31d139e10a86c_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-Extended%20Family.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d3f45e31d139e10a86c_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-Extended	(from https://www.urbanfigphotography.com/)
18:40:02	27654/27654	---M-Z	200	added ('OK')	text/html	date:Mon,%2022%20Nov%202021%2017:40:03%20GMT	https://www.urbanfigphotography.com/privacy-policy	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/www.urbanfigphotography.com/privacy-policy.html	(from https://www.urbanfigphotography.com/)
18:40:02	824/824	---M--	200	added ('OK')	image/png	etag:%2283b2249695df0408814bf51ff38f4192%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b1ed4534336b380924cca0_stars%20(1).png	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b1ed4534336b380924cca0_stars%20(1).png	(from https://www.urbanfigphotography.com/)
18:40:03	351330/351330	---M--	200	added ('OK')	image/jpeg	etag:%2204c558da9e2f9f7725fa0524901c0848%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d4c5bf97325f5a8836f_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-Maternity.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d4c5bf97325f5a8836f_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-Maternit	(from https://www.urbanfigphotography.com/)
18:40:03	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=60957e41b0916c05d9fd11ea	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c81421.js	(from https://www.urbanfigphotography.com/)
18:40:03	529740/529740	---M--	200	added ('OK')	image/jpeg	etag:%2240b6f9c7ced5b33ebd17d56b01a8ff93%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d921f9e6d1d82417aba_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-SeniorExperience2.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01d921f9e6d1d82417aba_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-SeniorEx	(from https://www.urbanfigphotography.com/)
18:40:03	549541/549541	---M-Z	200	added ('OK')	text/javascript	etag:%228ba3555ee1111e5e4f9d8cf00d9e2efc%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/js/webflow.814108aed.js	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/js/webflow.814108aed.js	(from https://www.urbanfigphotography.com/)
18:40:03	255254/255254	---M--	200	added ('OK')	image/jpeg	etag:%227a92a9809783a05f4459a7fb1e468bb5%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01da04297f323bc1adfb4_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-SeniorExperience3.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01da04297f323bc1adfb4_Urban%20Fig%20Photography_JeteDevisser_Chilliwack_BC_Homepage-Services-SeniorEx	(from https://www.urbanfigphotography.com/)
18:40:03	84595/84595	---MCZ	200	added ('OK')	application/javascript	etag:W/%22665763ed1dde6f49ee154cd8c0ccc706%22	https://cdn.finsweet.com/files/cmslibrary-v1.8.js	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/cdn.finsweet.com/files/cmslibrary-v1.8.js	(from https://www.urbanfigphotography.com/)
18:40:04	554927/554927	---M--	200	added ('OK')	image/jpeg	etag:%22388319989946ca3a21282a7ab671b583%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01f6ca5e40f638324be24_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured1.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01f6ca5e40f638324be24_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured1.20.del	(from https://www.urbanfigphotography.com/)
18:40:04	3197/3197	---MCZ	200	added ('OK')	application/javascript	etag:%22c7d-xOXqXXa9qjm4sbthtuyDF+BNKAA%22	https://unpkg.com/typer-dot-js@0.1.0/typer.js	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/unpkg.com/typer-dot-js@0.1.0/typer.js	(from https://www.urbanfigphotography.com/)
18:40:06	281884/281884	---M--	200	added ('OK')	image/jpeg	etag:%22d483de07adbfa7ce4ea0bb5deff7d85e%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01fbb0a5a6151b5586f41_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured6.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01fbb0a5a6151b5586f41_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured6.22.del	(from https://www.urbanfigphotography.com/)
18:40:06	225595/225595	---M--	200	added ('OK')	image/jpeg	etag:%2238bf0ee61c55025b29b94d3d3e7db273%22	https://uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01fadcf65e326f35feda6_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured5.jpg	C:/My%20Web%20Sites/https___www.urbanfigphotography.comhttps___www.urbanfigphotography.com/uploads-ssl.webflow.com/60957e41b0916c05d9fd11ea/60b01fadcf65e326f35feda6_Urban%20Fig%20Photography_Jete%20Devisser_Chilliwack_BC_Homepage-Featured5.24.del	(from https://www.urbanfigphotography.com/)
